# Synthetic (DEMO) Vectronic activity export - individual BTR_example
# NOT real animal data. Generated for pipeline demonstration. Collar 99001.
No CollarID UTC_Date UTC_Time LMT_Date LMT_Time Origin SCTS_Date SCTS_Time Act_Mode DT ActivityX ActivityY ActivityZ Temp AnimalID GroupID
70 99001 01/05/2021 05:45:00 01/05/2021 05:45:00 Collar 01/05/2021 05:45:30 2 300 8 1 2 6.7 BTR_example 0
71 99001 01/05/2021 05:50:00 01/05/2021 05:50:00 Collar 01/05/2021 05:50:11 2 300 1 0 10 6.8 BTR_example 0
72 99001 01/05/2021 05:55:00 01/05/2021 05:55:00 Collar 01/05/2021 05:55:38 2 300 8 5 14 6.9 BTR_example 0
73 99001 01/05/2021 06:00:00 01/05/2021 06:00:00 Collar 01/05/2021 06:00:07 2 300 17 0 3 7.1 BTR_example 0
74 99001 01/05/2021 06:05:00 01/05/2021 06:05:00 Collar 01/05/2021 06:05:05 2 300 22 4 17 7.2 BTR_example 0
75 99001 01/05/2021 06:10:00 01/05/2021 06:10:00 Collar 01/05/2021 06:10:30 2 300 18 17 4 7.3 BTR_example 0
76 99001 01/05/2021 06:15:00 01/05/2021 06:15:00 Collar 01/05/2021 06:15:25 2 300 148 153 65 7.4 BTR_example 0
77 99001 01/05/2021 06:20:00 01/05/2021 06:20:00 Collar 01/05/2021 06:20:25 2 300 7 21 3 7.5 BTR_example 0
78 99001 01/05/2021 06:25:00 01/05/2021 06:25:00 Collar 01/05/2021 06:25:12 2 300 28 13 19 7.6 BTR_example 0
79 99001 01/05/2021 06:30:00 01/05/2021 06:30:00 Collar 01/05/2021 06:30:29 2 300 7 5 5 7.7 BTR_example 0
80 99001 01/05/2021 06:35:00 01/05/2021 06:35:00 Collar 01/05/2021 06:35:20 2 300 155 165 118 7.9 BTR_example 0
81 99001 01/05/2021 06:40:00 01/05/2021 06:40:00 Collar 01/05/2021 06:40:33 2 300 97 157 64 8.0 BTR_example 0
82 99001 01/05/2021 06:45:00 01/05/2021 06:45:00 Collar 01/05/2021 06:45:22 2 300 26 14 11 8.1 BTR_example 0
83 99001 01/05/2021 06:50:00 01/05/2021 06:50:00 Collar 01/05/2021 06:50:04 2 300 27 7 7 8.2 BTR_example 0
84 99001 01/05/2021 06:55:00 01/05/2021 06:55:00 Collar 01/05/2021 06:55:07 2 300 12 10 8 8.4 BTR_example 0
85 99001 01/05/2021 07:00:00 01/05/2021 07:00:00 Collar 01/05/2021 07:00:35 2 300 8 11 20 8.5 BTR_example 0
86 99001 01/05/2021 07:05:00 01/05/2021 07:05:00 Collar 01/05/2021 07:05:04 2 300 26 17 10 8.6 BTR_example 0
87 99001 01/05/2021 07:10:00 01/05/2021 07:10:00 Collar 01/05/2021 07:10:19 2 300 136 105 203 8.8 BTR_example 0
88 99001 01/05/2021 07:15:00 01/05/2021 07:15:00 Collar 01/05/2021 07:15:30 2 300 181 148 135 8.9 BTR_example 0
89 99001 01/05/2021 07:20:00 01/05/2021 07:20:00 Collar 01/05/2021 07:20:39 2 300 16 3 12 9.0 BTR_example 0
90 99001 01/05/2021 07:25:00 01/05/2021 07:25:00 Collar 01/05/2021 07:25:03 2 300 1 22 13 9.2 BTR_example 0
91 99001 01/05/2021 07:30:00 01/05/2021 07:30:00 Collar 01/05/2021 07:30:15 2 300 25 17 21 9.3 BTR_example 0
92 99001 01/05/2021 07:35:00 01/05/2021 07:35:00 Collar 01/05/2021 07:35:23 2 300 2 21 10 9.5 BTR_example 0
93 99001 01/05/2021 07:40:00 01/05/2021 07:40:00 Collar 01/05/2021 07:40:35 2 300 3 23 9 9.6 BTR_example 0
94 99001 01/05/2021 07:45:00 01/05/2021 07:45:00 Collar 01/05/2021 07:45:21 2 300 13 10 12 9.7 BTR_example 0
95 99001 01/05/2021 07:50:00 01/05/2021 07:50:00 Collar 01/05/2021 07:50:27 2 300 6 13 21 9.9 BTR_example 0
96 99001 01/05/2021 07:55:00 01/05/2021 07:55:00 Collar 01/05/2021 07:55:39 2 300 28 5 19 10.0 BTR_example 0
97 99001 01/05/2021 08:00:00 01/05/2021 08:00:00 Collar 01/05/2021 08:00:21 2 300 17 0 9 10.2 BTR_example 0
98 99001 01/05/2021 08:05:00 01/05/2021 08:05:00 Collar 01/05/2021 08:05:23 2 300 25 18 19 10.3 BTR_example 0
99 99001 01/05/2021 08:10:00 01/05/2021 08:10:00 Collar 01/05/2021 08:10:35 2 300 14 21 6 10.5 BTR_example 0
100 99001 01/05/2021 08:15:00 01/05/2021 08:15:00 Collar 01/05/2021 08:15:08 2 300 28 25 5 10.6 BTR_example 0
101 99001 01/05/2021 08:20:00 01/05/2021 08:20:00 Collar 01/05/2021 08:20:24 2 300 21 20 19 10.8 BTR_example 0
102 99001 01/05/2021 08:25:00 01/05/2021 08:25:00 Collar 01/05/2021 08:25:15 2 300 130 139 112 10.9 BTR_example 0
103 99001 01/05/2021 08:30:00 01/05/2021 08:30:00 Collar 01/05/2021 08:30:07 2 300 1 7 15 11.1 BTR_example 0
104 99001 01/05/2021 08:35:00 01/05/2021 08:35:00 Collar 01/05/2021 08:35:15 2 300 28 20 18 11.2 BTR_example 0
105 99001 01/05/2021 08:40:00 01/05/2021 08:40:00 Collar 01/05/2021 08:40:18 2 300 12 15 12 11.4 BTR_example 0
106 99001 01/05/2021 08:45:00 01/05/2021 08:45:00 Collar 01/05/2021 08:45:30 2 300 22 0 3 11.5 BTR_example 0
107 99001 01/05/2021 08:50:00 01/05/2021 08:50:00 Collar 01/05/2021 08:50:32 2 300 25 22 16 11.7 BTR_example 0
108 99001 01/05/2021 08:55:00 01/05/2021 08:55:00 Collar 01/05/2021 08:55:11 2 300 133 91 171 11.8 BTR_example 0
109 99001 01/05/2021 09:00:00 01/05/2021 09:00:00 Collar 01/05/2021 09:00:23 2 300 21 16 17 12.0 BTR_example 0
110 99001 01/05/2021 09:05:00 01/05/2021 09:05:00 Collar 01/05/2021 09:05:35 2 300 28 14 19 12.2 BTR_example 0
111 99001 01/05/2021 09:10:00 01/05/2021 09:10:00 Collar 01/05/2021 09:10:33 2 300 17 14 5 12.3 BTR_example 0
112 99001 01/05/2021 09:15:00 01/05/2021 09:15:00 Collar 01/05/2021 09:15:20 2 300 24 7 20 12.5 BTR_example 0
113 99001 01/05/2021 09:20:00 01/05/2021 09:20:00 Collar 01/05/2021 09:20:18 2 300 16 15 20 12.6 BTR_example 0
114 99001 01/05/2021 09:25:00 01/05/2021 09:25:00 Collar 01/05/2021 09:25:18 2 300 2 22 9 12.8 BTR_example 0
115 99001 01/05/2021 09:30:00 01/05/2021 09:30:00 Collar 01/05/2021 09:30:11 2 300 10 17 2 12.9 BTR_example 0
116 99001 01/05/2021 09:35:00 01/05/2021 09:35:00 Collar 01/05/2021 09:35:16 2 300 12 22 4 13.1 BTR_example 0
117 99001 01/05/2021 09:40:00 01/05/2021 09:40:00 Collar 01/05/2021 09:40:32 2 300 174 144 193 13.2 BTR_example 0
118 99001 01/05/2021 09:45:00 01/05/2021 09:45:00 Collar 01/05/2021 09:45:40 2 300 6 13 12 13.4 BTR_example 0
119 99001 01/05/2021 09:50:00 01/05/2021 09:50:00 Collar 01/05/2021 09:50:27 2 300 0 24 18 13.5 BTR_example 0
120 99001 01/05/2021 09:55:00 01/05/2021 09:55:00 Collar 01/05/2021 09:55:29 2 300 11 9 12 13.7 BTR_example 0
121 99001 01/05/2021 10:00:00 01/05/2021 10:00:00 Collar 01/05/2021 10:00:17 2 300 23 17 19 13.8 BTR_example 0
122 99001 01/05/2021 10:05:00 01/05/2021 10:05:00 Collar 01/05/2021 10:05:04 2 300 8 13 15 14.0 BTR_example 0
123 99001 01/05/2021 10:10:00 01/05/2021 10:10:00 Collar 01/05/2021 10:10:13 2 300 21 21 12 14.1 BTR_example 0
124 99001 01/05/2021 10:15:00 01/05/2021 10:15:00 Collar 01/05/2021 10:15:04 2 300 4 19 17 14.3 BTR_example 0
125 99001 01/05/2021 10:20:00 01/05/2021 10:20:00 Collar 01/05/2021 10:20:04 2 300 18 18 21 14.4 BTR_example 0
126 99001 01/05/2021 10:25:00 01/05/2021 10:25:00 Collar 01/05/2021 10:25:14 2 300 179 94 173 14.5 BTR_example 0
127 99001 01/05/2021 10:30:00 01/05/2021 10:30:00 Collar 01/05/2021 10:30:32 2 300 167 143 109 14.7 BTR_example 0
128 99001 01/05/2021 10:35:00 01/05/2021 10:35:00 Collar 01/05/2021 10:35:29 2 300 24 12 8 14.8 BTR_example 0
129 99001 01/05/2021 10:40:00 01/05/2021 10:40:00 Collar 01/05/2021 10:40:37 2 300 2 15 0 15.0 BTR_example 0
130 99001 01/05/2021 10:45:00 01/05/2021 10:45:00 Collar 01/05/2021 10:45:05 2 300 159 117 72 15.1 BTR_example 0
131 99001 01/05/2021 10:50:00 01/05/2021 10:50:00 Collar 01/05/2021 10:50:12 2 300 7 6 0 15.2 BTR_example 0
132 99001 01/05/2021 10:55:00 01/05/2021 10:55:00 Collar 01/05/2021 10:55:39 2 300 15 21 3 15.4 BTR_example 0
133 99001 01/05/2021 11:00:00 01/05/2021 11:00:00 Collar 01/05/2021 11:00:26 2 300 14 22 8 15.5 BTR_example 0
134 99001 01/05/2021 11:05:00 01/05/2021 11:05:00 Collar 01/05/2021 11:05:10 2 300 19 23 22 15.6 BTR_example 0
135 99001 01/05/2021 11:10:00 01/05/2021 11:10:00 Collar 01/05/2021 11:10:40 2 300 5 9 3 15.8 BTR_example 0
136 99001 01/05/2021 11:15:00 01/05/2021 11:15:00 Collar 01/05/2021 11:15:28 2 300 149 207 151 15.9 BTR_example 0
137 99001 01/05/2021 11:20:00 01/05/2021 11:20:00 Collar 01/05/2021 11:20:18 2 300 6 2 18 16.0 BTR_example 0
138 99001 01/05/2021 11:25:00 01/05/2021 11:25:00 Collar 01/05/2021 11:25:39 2 300 147 213 85 16.1 BTR_example 0
139 99001 01/05/2021 11:30:00 01/05/2021 11:30:00 Collar 01/05/2021 11:30:26 2 300 11 17 13 16.3 BTR_example 0
140 99001 01/05/2021 11:35:00 01/05/2021 11:35:00 Collar 01/05/2021 11:35:34 2 300 157 63 162 16.4 BTR_example 0
141 99001 01/05/2021 11:40:00 01/05/2021 11:40:00 Collar 01/05/2021 11:40:30 2 300 162 177 94 16.5 BTR_example 0
142 99001 01/05/2021 11:45:00 01/05/2021 11:45:00 Collar 01/05/2021 11:45:37 2 300 16 20 8 16.6 BTR_example 0
143 99001 01/05/2021 11:50:00 01/05/2021 11:50:00 Collar 01/05/2021 11:50:20 2 300 14 13 18 16.7 BTR_example 0
144 99001 01/05/2021 11:55:00 01/05/2021 11:55:00 Collar 01/05/2021 11:55:31 2 300 7 2 8 16.8 BTR_example 0
145 99001 01/05/2021 12:00:00 01/05/2021 12:00:00 Collar 01/05/2021 12:00:27 2 300 14 18 19 16.9 BTR_example 0
146 99001 01/05/2021 12:05:00 01/05/2021 12:05:00 Collar 01/05/2021 12:05:34 2 300 15 10 5 17.1 BTR_example 0
147 99001 01/05/2021 12:10:00 01/05/2021 12:10:00 Collar 01/05/2021 12:10:20 2 300 25 8 10 17.2 BTR_example 0
148 99001 01/05/2021 12:15:00 01/05/2021 12:15:00 Collar 01/05/2021 12:15:03 2 300 22 8 17 17.3 BTR_example 0
149 99001 01/05/2021 12:20:00 01/05/2021 12:20:00 Collar 01/05/2021 12:20:29 2 300 6 2 7 17.4 BTR_example 0
150 99001 01/05/2021 12:25:00 01/05/2021 12:25:00 Collar 01/05/2021 12:25:33 2 300 24 7 22 17.5 BTR_example 0
151 99001 01/05/2021 12:30:00 01/05/2021 12:30:00 Collar 01/05/2021 12:30:08 2 300 15 14 0 17.6 BTR_example 0
152 99001 01/05/2021 12:35:00 01/05/2021 12:35:00 Collar 01/05/2021 12:35:22 2 300 12 22 7 17.6 BTR_example 0
153 99001 01/05/2021 12:40:00 01/05/2021 12:40:00 Collar 01/05/2021 12:40:36 2 300 11 15 17 17.7 BTR_example 0
154 99001 01/05/2021 12:45:00 01/05/2021 12:45:00 Collar 01/05/2021 12:45:25 2 300 23 17 10 17.8 BTR_example 0
155 99001 01/05/2021 12:50:00 01/05/2021 12:50:00 Collar 01/05/2021 12:50:17 2 300 8 9 8 17.9 BTR_example 0
156 99001 01/05/2021 12:55:00 01/05/2021 12:55:00 Collar 01/05/2021 12:55:37 2 300 119 140 85 18.0 BTR_example 0
157 99001 01/05/2021 13:00:00 01/05/2021 13:00:00 Collar 01/05/2021 13:00:16 2 300 22 5 6 18.1 BTR_example 0
158 99001 01/05/2021 13:05:00 01/05/2021 13:05:00 Collar 01/05/2021 13:05:36 2 300 8 23 18 18.1 BTR_example 0
159 99001 01/05/2021 13:10:00 01/05/2021 13:10:00 Collar 01/05/2021 13:10:17 2 300 3 6 9 18.2 BTR_example 0
160 99001 01/05/2021 13:15:00 01/05/2021 13:15:00 Collar 01/05/2021 13:15:37 2 300 9 0 22 18.3 BTR_example 0
161 99001 01/05/2021 13:20:00 01/05/2021 13:20:00 Collar 01/05/2021 13:20:21 2 300 81 73 196 18.3 BTR_example 0
162 99001 01/05/2021 13:25:00 01/05/2021 13:25:00 Collar 01/05/2021 13:25:09 2 300 4 20 15 18.4 BTR_example 0
163 99001 01/05/2021 13:30:00 01/05/2021 13:30:00 Collar 01/05/2021 13:30:33 2 300 18 9 15 18.5 BTR_example 0
164 99001 01/05/2021 13:35:00 01/05/2021 13:35:00 Collar 01/05/2021 13:35:33 2 300 5 1 8 18.5 BTR_example 0
165 99001 01/05/2021 13:40:00 01/05/2021 13:40:00 Collar 01/05/2021 13:40:07 2 300 86 162 180 18.6 BTR_example 0
166 99001 01/05/2021 13:45:00 01/05/2021 13:45:00 Collar 01/05/2021 13:45:12 2 300 21 1 4 18.6 BTR_example 0
167 99001 01/05/2021 13:50:00 01/05/2021 13:50:00 Collar 01/05/2021 13:50:10 2 300 9 2 7 18.7 BTR_example 0
168 99001 01/05/2021 13:55:00 01/05/2021 13:55:00 Collar 01/05/2021 13:55:17 2 300 13 19 19 18.7 BTR_example 0
169 99001 01/05/2021 14:00:00 01/05/2021 14:00:00 Collar 01/05/2021 14:00:22 2 300 12 14 14 18.8 BTR_example 0
170 99001 01/05/2021 14:05:00 01/05/2021 14:05:00 Collar 01/05/2021 14:05:06 2 300 13 9 18 18.8 BTR_example 0
171 99001 01/05/2021 14:10:00 01/05/2021 14:10:00 Collar 01/05/2021 14:10:16 2 300 23 3 6 18.8 BTR_example 0
172 99001 01/05/2021 14:15:00 01/05/2021 14:15:00 Collar 01/05/2021 14:15:14 2 300 90 100 116 18.9 BTR_example 0
173 99001 01/05/2021 14:20:00 01/05/2021 14:20:00 Collar 01/05/2021 14:20:31 2 300 5 0 13 18.9 BTR_example 0
174 99001 01/05/2021 14:25:00 01/05/2021 14:25:00 Collar 01/05/2021 14:25:17 2 300 15 9 1 18.9 BTR_example 0
175 99001 01/05/2021 14:30:00 01/05/2021 14:30:00 Collar 01/05/2021 14:30:17 2 300 142 176 73 18.9 BTR_example 0
176 99001 01/05/2021 14:35:00 01/05/2021 14:35:00 Collar 01/05/2021 14:35:40 2 300 25 25 20 19.0 BTR_example 0
177 99001 01/05/2021 14:40:00 01/05/2021 14:40:00 Collar 01/05/2021 14:40:37 2 300 6 13 3 19.0 BTR_example 0
178 99001 01/05/2021 14:45:00 01/05/2021 14:45:00 Collar 01/05/2021 14:45:07 2 300 108 128 91 19.0 BTR_example 0
179 99001 01/05/2021 14:50:00 01/05/2021 14:50:00 Collar 01/05/2021 14:50:21 2 300 148 212 200 19.0 BTR_example 0
180 99001 01/05/2021 14:55:00 01/05/2021 14:55:00 Collar 01/05/2021 14:55:20 2 300 189 137 158 19.0 BTR_example 0
181 99001 01/05/2021 15:00:00 01/05/2021 15:00:00 Collar 01/05/2021 15:00:05 2 300 196 172 75 19.0 BTR_example 0
182 99001 01/05/2021 15:05:00 01/05/2021 15:05:00 Collar 01/05/2021 15:05:19 2 300 23 10 19 19.0 BTR_example 0
183 99001 01/05/2021 15:10:00 01/05/2021 15:10:00 Collar 01/05/2021 15:10:04 2 300 128 207 205 19.0 BTR_example 0
184 99001 01/05/2021 15:15:00 01/05/2021 15:15:00 Collar 01/05/2021 15:15:05 2 300 21 8 18 19.0 BTR_example 0
185 99001 01/05/2021 15:20:00 01/05/2021 15:20:00 Collar 01/05/2021 15:20:31 2 300 5 15 16 19.0 BTR_example 0
186 99001 01/05/2021 15:25:00 01/05/2021 15:25:00 Collar 01/05/2021 15:25:34 2 300 5 18 13 19.0 BTR_example 0
187 99001 01/05/2021 15:30:00 01/05/2021 15:30:00 Collar 01/05/2021 15:30:24 2 300 15 11 13 18.9 BTR_example 0
188 99001 01/05/2021 15:35:00 01/05/2021 15:35:00 Collar 01/05/2021 15:35:29 2 300 96 101 139 18.9 BTR_example 0
189 99001 01/05/2021 15:40:00 01/05/2021 15:40:00 Collar 01/05/2021 15:40:05 2 300 143 162 195 18.9 BTR_example 0
190 99001 01/05/2021 15:45:00 01/05/2021 15:45:00 Collar 01/05/2021 15:45:10 2 300 150 124 137 18.9 BTR_example 0
191 99001 01/05/2021 15:50:00 01/05/2021 15:50:00 Collar 01/05/2021 15:50:37 2 300 12 16 0 18.8 BTR_example 0
192 99001 01/05/2021 15:55:00 01/05/2021 15:55:00 Collar 01/05/2021 15:55:26 2 300 83 108 187 18.8 BTR_example 0
193 99001 01/05/2021 16:00:00 01/05/2021 16:00:00 Collar 01/05/2021 16:00:16 2 300 197 173 68 18.8 BTR_example 0
194 99001 01/05/2021 16:05:00 01/05/2021 16:05:00 Collar 01/05/2021 16:05:34 2 300 103 133 167 18.7 BTR_example 0
195 99001 01/05/2021 16:10:00 01/05/2021 16:10:00 Collar 01/05/2021 16:10:38 2 300 131 100 134 18.7 BTR_example 0
